T Pos,ODO % sat_x,ODO mg/L_x,Chlorophyll RFU_x,Chlorophyll µg/L_x,BGA-PC RFU_x,BGA-PC µg/L_x,Temp °C_x,Cond µS/cm_x,SpCond µS/cm_x,Sal psu_x,nLF Cond µS/cm_x,TDS mg/L_x,Turbidity NTU_x,pH_x,pH mV_x,Press psi a_x,Depth m_x,Discharge CFS_x,Chlorophyll/BGA_x,ODO % sat_y,ODO mg/L_y,Chlorophyll RFU_y,Chlorophyll µg/L_y,BGA-PC RFU_y,BGA-PC µg/L_y,Temp °C_y,Cond µS/cm_y,SpCond µS/cm_y,Sal psu_y,nLF Cond µS/cm_y,TDS mg/L_y,Turbidity NTU_y,pH_y,pH mV_y,Press psi a_y,Depth m_y,Discharge CFS_y,Chlorophyll/BGA_y,ODO mg/L,Chlorophyll µg/L,BGA-PC µg/L,Temp °C,Cond µS/cm,Sal psu,Turbidity NTU,pH,Depth m,H Pos,PAR,Chlorophyll/BGA,RMI
12.928571428571429,79.59583333333332,6.235,0.9070833333333331,3.6533333333333324,0.21291666666666664,0.21916666666666673,27.916125000000005,366.59999999999997,347.25416666666666,0.16000000000000006,345.17083333333335,225.75,22.833333333333332,7.589166666666667,-63.93333333333334,0.2660416666666666,1.330875,32353.786666666663,17.25273902700468,88.74999999999999,6.942083333333334,0.5837500000000001,2.2975,0.15541666666666668,0.15333333333333335,28.000374999999995,370.42083333333335,350.34999999999997,0.16999999999999996,348.18333333333334,227.58333333333334,7.473333333333333,7.501666666666669,-65.92083333333333,1.5111249999999998,1.0675,26800.106249999997,15.085452902759235,7.458928571428572,6.3675000000000015,0.17107142857142854,28.328535714285714,372.9071428571428,0.16964285714285712,11.086785714285716,7.70357142857143,3.8135357142857136,2.357142857142857,91.87990039285714,37.72198405739427,316.56785714285706
14.0,71.64166666666667,5.5183333333333335,0.5408333333333334,2.177083333333333,0.1879166666666667,0.19375000000000006,28.816958333333332,394.95416666666665,368.05416666666673,0.17333333333333334,365.10833333333335,239.25,17.309166666666666,7.629166666666666,-66.37916666666668,0.18045833333333336,1.2705,26243.639999999996,11.331497982720094,86.74583333333334,6.807083333333332,0.3725,1.49125,0.043333333333333335,0.10250000000000004,27.810583333333327,410.2708333333333,389.37083333333334,0.18333333333333338,387.12083333333334,253.125,8.56,7.583749999999999,-71.75416666666668,1.024416666666667,0.9337083333333335,31332.633333333335,14.428409090909087,6.569473684210528,2.547894736842105,0.17947368421052629,27.589263157894738,387.2105263157895,0.17473684210526316,14.745789473684209,7.6647368421052615,3.6941578947368425,2.9473684210526314,111.03059084210527,14.365685013617634,318.3999999999999
14.78125,67.69166666666665,5.276666666666666,0.58375,2.3454166666666665,0.20291666666666672,0.21125000000000002,28.203374999999998,381.425,359.44166666666655,0.16999999999999996,357.05833333333334,233.625,18.519583333333333,7.575833333333333,-63.22916666666668,0.1975,1.2826250000000003,32563.35999999999,11.235103768673703,83.49166666666666,6.574166666666667,0.31749999999999995,1.2620833333333332,0.032916666666666684,0.10000000000000003,27.610833333333332,409.62916666666666,390.1708333333332,0.18583333333333332,388.075,253.58333333333334,6.657916666666666,7.539999999999999,-69.25,1.0319999999999998,0.9392083333333335,29463.55,12.620833333333337,6.614375,2.4006249999999993,0.18062499999999998,27.508968749999998,404.01562499999994,0.1821875,14.348749999999995,7.680937499999998,3.7182499999999994,2.1875,88.02247218750001,13.400513111102054,320.11875000000003
16.0,65.93958333333333,5.5183333333333335,0.7185416666666666,2.888750000000001,0.44312500000000005,0.44937499999999997,24.287937499999998,280.98125000000005,284.8625,0.13458333333333333,285.26041666666663,185.22916666666666,84.12208333333334,7.4052083333333325,-52.71666666666667,-0.27787500000000004,0.9468333333333334,75905.29333333333,6.479718537141579,72.46875,6.045,0.71,2.8097916666666665,0.4952083333333333,0.4822916666666667,24.446125000000002,309.68541666666664,312.9895833333333,0.14999999999999994,313.31874999999997,203.45833333333331,103.75729166666666,7.3512499999999985,-56.860416666666666,1.3878125,0.9796458333333334,127225.10416666666,5.8668274171701364,6.329166666666666,3.1574999999999998,0.4241666666666667,24.139083333333332,298.60833333333335,0.14291666666666666,183.86124999999998,7.407500000000001,2.025833333333333,3.375,0.007165985,7.507686278469114,323.69999999999993
18.0,109.94583333333334,8.51375,2.160833333333334,8.689583333333337,0.5729166666666666,0.5387500000000001,28.52954166666667,380.59166666666675,356.54999999999995,0.16999999999999996,353.94166666666666,231.79166666666666,9.911666666666665,7.996666666666669,-95.39583333333333,0.061333333333333316,1.3132083333333333,37340.18666666667,16.15555317447461,,,,,,,,,,,,,,,,,,,,7.910999999999999,8.947999999999999,0.19500000000000006,27.579199999999997,376.05500000000006,0.16999999999999996,9.8685,7.7765,3.8530499999999988,2.75,78.3159168,46.66995694624033,327.5
18.8,87.82083333333333,6.889166666666667,1.718333333333333,6.902499999999999,0.44333333333333336,0.40625000000000006,27.835166666666666,375.6374999999999,356.34166666666664,0.16999999999999996,354.2666666666666,231.75,12.640833333333333,7.594166666666665,-71.79583333333332,0.10354166666666668,1.343041666666667,32223.706666666676,16.925833613660526,,,,,,,,,,,,,,,,,,,,7.818857142857143,9.224571428571428,0.17457142857142854,27.359171428571422,374.9542857142857,0.16999999999999996,9.295142857142858,7.781714285714284,4.026885714285714,2.4285714285714284,58.573897285714274,54.18665578949856,329.66
20.0,74.27499999999999,5.865416666666667,0.7949999999999999,3.1933333333333334,0.25125000000000003,0.21208333333333337,27.45479166666666,398.01666666666665,380.1916666666666,0.18000000000000005,378.2708333333333,247.0,15.980416666666665,7.5079166666666675,-66.675,0.008333333333333337,1.2759166666666666,51508.06666666665,15.421669524609337,80.54166666666666,6.314166666666668,0.6329166666666666,2.5379166666666664,0.06625000000000002,0.10333333333333339,27.87674999999999,425.0416666666667,402.8875,0.19000000000000003,400.5,261.875,7.0229166666666645,7.458333333333332,-64.39583333333333,1.0595416666666668,0.9585833333333335,60668.74583333334,24.56811868686869,6.409677419354841,3.1509677419354842,0.27580645161290324,27.495870967741936,427.62903225806446,0.190967741935484,10.789032258064518,7.606129032258065,4.377387096774194,2.5161290322580645,98.96805980645162,11.787581464504713,332.6000000000002
21.0,78.06666666666666,6.050416666666666,0.5112499999999999,2.0558333333333336,0.15208333333333335,0.1579166666666667,28.500124999999997,368.5333333333333,345.4416666666666,0.16000000000000006,342.9291666666666,224.5,9.83125,7.655,-67.9875,-0.015583333333333333,1.132,19338.56,13.01516914977151,89.71666666666664,6.9695833333333335,0.49416666666666664,1.9779166666666665,0.04625000000000001,0.10041666666666671,28.375416666666666,377.84999999999997,354.96250000000003,0.16999999999999996,352.4666666666667,230.70833333333334,7.33875,7.562916666666667,-70.59583333333333,1.0378333333333334,0.9433333333333332,33783.68125,19.65151515151515,7.154642857142856,3.835483870967741,0.18516129032258066,28.306677419354845,384.67857142857144,0.16999999999999996,9.298387096774192,7.742903225806451,4.392483870967741,2.4516129032258065,96.52360074193548,20.819314931813526,334.7000000000001
22.0,71.22500000000001,5.640833333333333,0.73875,2.9625,0.2429166666666667,0.20500000000000004,27.28325,396.9166666666666,380.33333333333326,0.18000000000000005,378.5666666666668,247.33333333333334,12.429999999999998,7.489166666666666,-65.59583333333332,-0.11904166666666667,1.1858750000000002,48733.026666666665,14.534861566021519,79.40000000000002,6.2375,0.5233333333333333,2.1,0.05375000000000002,0.10208333333333337,27.744624999999996,416.6750000000001,395.9124999999999,0.19000000000000003,393.67916666666673,257.4166666666667,7.975833333333333,7.438333333333333,-63.287499999999994,1.0632916666666665,0.9610416666666667,58005.302083333336,20.59745670995671,6.427500000000001,3.1849999999999996,0.30821428571428566,27.659464285714282,428.20357142857154,0.19000000000000009,9.556785714285713,7.618571428571429,3.9809642857142853,2.5,31.69721335714286,10.511852592219919,337.0
23.0,66.50416666666668,5.220833333333332,0.5075000000000001,2.0425,0.15458333333333338,0.16083333333333333,27.802333333333337,368.3208333333334,349.60833333333335,0.1691666666666666,347.60000000000014,227.0,11.055833333333332,7.5495833333333335,-61.587500000000006,0.08591666666666666,1.2036666666666667,26384.559999999994,12.869374395670834,87.77083333333331,6.845416666666666,0.5204166666666666,2.0908333333333333,0.05791666666666668,0.1041666666666667,28.14833333333333,384.6916666666666,362.8791666666666,0.16999999999999996,360.50416666666666,235.83333333333334,7.644583333333332,7.537916666666668,-69.10000000000001,0.8899166666666666,0.8387916666666667,30827.131250000002,20.137415824915823,6.981666666666665,2.675,0.14433333333333334,28.13036666666667,380.61,0.16999999999999996,9.34533333333333,7.701666666666667,4.281700000000001,2.466666666666667,32.99208626666667,18.768540210506153,340.29999999999995
